States,Payment_type,Transaction_count,Amount in Millions,Year,Quarter,state_code,Latitude,Longitude
Karnataka,Recharge & bill payments,28862161,12183.57,2019,4th Quarter,29.0,12.57038129,76.91999711
Karnataka,Financial Services,101937,51.15,2019,4th Quarter,29.0,12.57038129,76.91999711
Karnataka,Others,1475664,646.67,2019,4th Quarter,29.0,12.57038129,76.91999711
Kerala,Peer-to-peer payments,3601116,9314.45,2019,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,2180915,498.45,2019,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,550707,372.0,2019,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,77652,7.81,2019,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Others,58649,42.32,2019,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Peer-to-peer payments,3519528,11630.62,2019,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,2711299,768.89,2019,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,937130,569.55,2019,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,38869,5.82,2019,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Others,77000,56.49,2019,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Peer-to-peer payments,4181954,14433.99,2019,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,3431236,1051.01,2019,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,1497029,879.51,2019,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,96130,8.91,2019,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Others,79747,56.39,2019,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Peer-to-peer payments,5859068,18537.48,2019,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,4097032,1287.96,2019,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,2418428,1268.7,2019,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,50728,10.82,2019,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Others,73381,46.37,2019,4th Quarter,32.0,8.900372741,76.56999263
Lakshadweep,Peer-to-peer payments,1183,8.22,2019,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,1173,0.35,2019,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,113,0.18,2019,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,12,0.03,2019,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,1448,0.44,2019,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,1318,8.6,2019,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,137,0.19,2019,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,23,0.01,2019,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,1528,0.5,2019,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,1455,8.92,2019,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,111,0.22,2019,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,10,0.01,2019,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,1801,0.62,2019,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,1753,10.38,2019,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,188,0.21,2019,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Financial Services,2,0.0,2019,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,21,0.06,2019,4th Quarter,31.0,10.56257331,72.63686717
Madhya Pradesh,Peer-to-peer payments,23708825,44114.21,2019,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,9966905,2423.59,2019,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,3018928,1263.7,2019,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,290838,28.9,2019,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,315553,239.88,2019,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Peer-to-peer payments,20868744,61758.84,2019,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,12044969,3571.9,2019,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,7331352,2671.16,2019,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,149197,18.87,2019,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,451751,313.8,2019,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Peer-to-peer payments,22631038,67648.11,2019,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,17163551,5147.46,2019,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,13156616,4576.52,2019,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,192821,25.65,2019,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,466385,278.58,2019,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Peer-to-peer payments,32083162,92064.47,2019,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,19447707,7304.16,2019,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,16081734,5104.82,2019,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,127116,24.02,2019,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,392270,190.46,2019,4th Quarter,23.0,21.30039105,76.13001949
Maharashtra,Peer-to-peer payments,37360716,97373.09,2019,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,24540041,8256.5,2019,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,12069119,5172.59,2019,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,287569,49.49,2019,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,821624,569.02,2019,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,42546317,131000.0,2019,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,29395661,12197.23,2019,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,27854042,9728.56,2019,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,182840,45.29,2019,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,1170993,765.23,2019,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,57991699,166000.0,2019,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,54683738,17545.73,2019,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,34309301,15471.7,2019,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,231467,54.11,2019,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,1519376,814.28,2019,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,80127804,27209.87,2019,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,78795871,227000.0,2019,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,40705998,17794.67,2019,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,129755,49.62,2019,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,1501192,672.21,2019,4th Quarter,27.0,19.25023195,73.16017493
Manipur,Peer-to-peer payments,127067,619.92,2019,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,120000,22.11,2019,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,15190,14.58,2019,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,800,0.17,2019,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Others,2352,3.12,2019,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Peer-to-peer payments,120153,679.79,2019,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,116500,23.57,2019,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,18044,16.0,2019,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,387,0.09,2019,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Others,2341,3.34,2019,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,180057,36.63,2019,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Peer-to-peer payments,144965,803.34,2019,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,17683,20.49,2019,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,358,0.37,2019,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Others,1945,2.72,2019,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,212136,44.2,2019,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Peer-to-peer payments,211927,1123.26,2019,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,23094,30.49,2019,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,548,0.24,2019,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Others,1639,2.71,2019,4th Quarter,14.0,24.79997072,93.95001705
Meghalaya,Recharge & bill payments,98817,23.01,2019,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,90694,358.93,2019,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,16073,14.3,2019,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,659,0.06,2019,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,2498,2.74,2019,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Recharge & bill payments,108812,27.25,2019,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,97407,446.54,2019,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,22588,15.6,2019,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,460,0.11,2019,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,3019,3.44,2019,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Recharge & bill payments,155949,38.92,2019,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,116168,546.22,2019,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,31201,23.46,2019,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,421,0.58,2019,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,2811,3.04,2019,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Recharge & bill payments,175084,43.61,2019,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,163734,670.87,2019,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,24430,25.34,2019,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,382,0.12,2019,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,2351,2.49,2019,4th Quarter,17.0,25.57049217,91.8800142
Mizoram,Peer-to-peer payments,35126,204.18,2019,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,30327,6.76,2019,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,3984,6.47,2019,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,133,0.03,2019,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,736,0.71,2019,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,37364,233.47,2019,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,31903,7.82,2019,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,5646,5.89,2019,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,80,0.01,2019,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,678,0.82,2019,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,49073,12.97,2019,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,42645,257.54,2019,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,5560,7.4,2019,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,94,0.07,2019,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,722,0.82,2019,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,60511,16.86,2019,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,57109,341.66,2019,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,6939,9.45,2019,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,100,0.02,2019,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,580,0.7,2019,4th Quarter,15.0,23.71039899,92.72001461
Nagaland,Recharge & bill payments,87596,20.02,2019,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,71642,411.86,2019,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,7306,8.19,2019,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,430,0.1,2019,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,1605,1.78,2019,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Recharge & bill payments,92492,21.35,2019,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,81065,487.71,2019,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,12949,8.99,2019,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,286,0.13,2019,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,1961,1.89,2019,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Recharge & bill payments,145812,33.29,2019,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,100736,601.8,2019,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,13031,13.38,2019,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,210,0.23,2019,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,2089,2.25,2019,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Recharge & bill payments,172761,39.72,2019,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,128674,777.3,2019,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,13578,15.46,2019,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,499,0.28,2019,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,1658,1.77,2019,4th Quarter,13.0,25.6669979,94.11657019
Odisha,Peer-to-peer payments,24117274,33342.32,2019,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,6713747,1120.73,2019,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,2690762,821.49,2019,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,375910,34.54,2019,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Others,134249,108.04,2019,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Peer-to-peer payments,16455353,41423.29,2019,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,7845252,1506.62,2019,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,4827067,1664.62,2019,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,202705,20.42,2019,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Others,181647,139.9,2019,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Peer-to-peer payments,18490877,51447.59,2019,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,13984738,3895.75,2019,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,8565917,1806.12,2019,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,195034,31.08,2019,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Others,185706,124.03,2019,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Peer-to-peer payments,43284477,72966.05,2019,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,10629461,2290.84,2019,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,10601703,4395.71,2019,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,323887,38.78,2019,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Others,156105,77.99,2019,4th Quarter,21.0,19.82042971,85.90001746
Puducherry,Peer-to-peer payments,313822,835.98,2019,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,124092,32.64,2019,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,54518,33.76,2019,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,3165,0.34,2019,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,5495,3.75,2019,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Peer-to-peer payments,331248,1109.34,2019,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,147585,46.88,2019,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,92941,49.96,2019,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,1524,0.47,2019,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,6779,4.79,2019,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Peer-to-peer payments,394866,1316.12,2019,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,158483,57.0,2019,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,156137,82.6,2019,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,1090,0.53,2019,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,6250,4.46,2019,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Peer-to-peer payments,559670,1725.52,2019,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,249621,128.04,2019,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,195707,74.38,2019,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,1481,0.39,2019,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,6176,3.69,2019,4th Quarter,34.0,11.93499371,79.83000037
Punjab,Peer-to-peer payments,4026294,12027.44,2019,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,2304690,986.0,2019,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,711152,478.38,2019,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,45621,6.87,2019,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Others,84380,75.79,2019,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Peer-to-peer payments,4140474,16258.89,2019,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,2815047,1440.06,2019,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,1407963,815.09,2019,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,37435,6.88,2019,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Others,108911,93.88,2019,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Peer-to-peer payments,4726946,19146.73,2019,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,3455594,2481.09,2019,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,2374014,1183.74,2019,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,32359,7.91,2019,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Others,117899,86.34,2019,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Peer-to-peer payments,6386367,25564.14,2019,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,4068332,2622.22,2019,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,3122413,1741.26,2019,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,22956,6.38,2019,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Others,98557,55.79,2019,4th Quarter,3.0,31.51997398,75.98000281
Rajasthan,Peer-to-peer payments,27621606,55246.07,2019,1st Quarter,8.0,26.44999921,74.63998124
Rajasthan,Recharge & bill payments,11650961,3821.18,2019,1st Quarter,8.0,26.44999921,74.63998124
Rajasthan,Merchant payments,3921438,1664.21,2019,1st Quarter,8.0,26.44999921,74.63998124
Rajasthan,Financial Services,359993,36.34,2019,1st Quarter,8.0,26.44999921,74.63998124
Rajasthan,Others,402042,373.36,2019,1st Quarter,8.0,26.44999921,74.63998124
Rajasthan,Peer-to-peer payments,25257679,79466.46,2019,2nd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Recharge & bill payments,14968290,5709.28,2019,2nd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Merchant payments,9026751,3435.47,2019,2nd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Financial Services,182685,34.13,2019,2nd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Others,573881,461.96,2019,2nd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Peer-to-peer payments,29885618,97443.95,2019,3rd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Merchant payments,19646612,6705.92,2019,3rd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Recharge & bill payments,16970783,7872.72,2019,3rd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Financial Services,217029,37.9,2019,3rd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Others,583575,407.8,2019,3rd Quarter,8.0,26.44999921,74.63998124
Rajasthan,Peer-to-peer payments,43354317,140000.0,2019,4th Quarter,8.0,26.44999921,74.63998124
Rajasthan,Recharge & bill payments,20604852,9028.86,2019,4th Quarter,8.0,26.44999921,74.63998124
Rajasthan,Merchant payments,20544791,9721.83,2019,4th Quarter,8.0,26.44999921,74.63998124
Rajasthan,Financial Services,101805,25.01,2019,4th Quarter,8.0,26.44999921,74.63998124
Rajasthan,Others,468477,227.57,2019,4th Quarter,8.0,26.44999921,74.63998124
Sikkim,Peer-to-peer payments,121984,422.99,2019,1st Quarter,11.0,27.3333303,88.6166475
Sikkim,Recharge & bill payments,96878,20.71,2019,1st Quarter,11.0,27.3333303,88.6166475
Sikkim,Merchant payments,18346,11.84,2019,1st Quarter,11.0,27.3333303,88.6166475
Sikkim,Financial Services,1225,0.19,2019,1st Quarter,11.0,27.3333303,88.6166475
Sikkim,Others,1854,2.27,2019,1st Quarter,11.0,27.3333303,88.6166475
Sikkim,Peer-to-peer payments,172125,674.04,2019,2nd Quarter,11.0,27.3333303,88.6166475
Sikkim,Recharge & bill payments,142582,32.54,2019,2nd Quarter,11.0,27.3333303,88.6166475
Sikkim,Merchant payments,66722,28.25,2019,2nd Quarter,11.0,27.3333303,88.6166475
Sikkim,Financial Services,2294,0.31,2019,2nd Quarter,11.0,27.3333303,88.6166475
Sikkim,Others,4521,3.76,2019,2nd Quarter,11.0,27.3333303,88.6166475
Sikkim,Peer-to-peer payments,203052,794.24,2019,3rd Quarter,11.0,27.3333303,88.6166475
Sikkim,Merchant payments,188753,52.34,2019,3rd Quarter,11.0,27.3333303,88.6166475
Sikkim,Recharge & bill payments,156125,33.92,2019,3rd Quarter,11.0,27.3333303,88.6166475
Sikkim,Financial Services,288,0.55,2019,3rd Quarter,11.0,27.3333303,88.6166475
Sikkim,Others,4218,3.67,2019,3rd Quarter,11.0,27.3333303,88.6166475
Sikkim,Peer-to-peer payments,508471,1086.46,2019,4th Quarter,11.0,27.3333303,88.6166475
Sikkim,Recharge & bill payments,181287,42.71,2019,4th Quarter,11.0,27.3333303,88.6166475
Sikkim,Merchant payments,73992,43.95,2019,4th Quarter,11.0,27.3333303,88.6166475
Sikkim,Financial Services,373,0.49,2019,4th Quarter,11.0,27.3333303,88.6166475
Sikkim,Others,2947,2.9,2019,4th Quarter,11.0,27.3333303,88.6166475
Tamil Nadu,Peer-to-peer payments,18645926,51296.3,2019,1st Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Recharge & bill payments,8863289,2695.32,2019,1st Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Merchant payments,4195222,1924.46,2019,1st Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Financial Services,193261,31.22,2019,1st Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Others,377347,256.74,2019,1st Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Peer-to-peer payments,16952961,57924.13,2019,2nd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Recharge & bill payments,8414514,3280.03,2019,2nd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Merchant payments,6296995,2690.33,2019,2nd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Financial Services,70142,18.33,2019,2nd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Others,437125,294.85,2019,2nd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Peer-to-peer payments,21277636,70615.33,2019,3rd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Merchant payments,10344027,4079.32,2019,3rd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Recharge & bill payments,9246678,3964.14,2019,3rd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Financial Services,88261,27.21,2019,3rd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Others,453581,273.6,2019,3rd Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Peer-to-peer payments,28814008,91858.03,2019,4th Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Merchant payments,16153034,6420.19,2019,4th Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Recharge & bill payments,11157765,4681.45,2019,4th Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Financial Services,60624,24.33,2019,4th Quarter,33.0,12.92038576,79.15004187
Tamil Nadu,Others,410980,206.86,2019,4th Quarter,33.0,12.92038576,79.15004187
Telangana,Peer-to-peer payments,40488967,87361.24,2019,1st Quarter,0.0,18.1124,79.0193
Telangana,Merchant payments,12341901,4144.37,2019,1st Quarter,0.0,18.1124,79.0193
Telangana,Recharge & bill payments,11525394,3619.12,2019,1st Quarter,0.0,18.1124,79.0193
Telangana,Financial Services,463688,54.55,2019,1st Quarter,0.0,18.1124,79.0193
Telangana,Others,470752,343.99,2019,1st Quarter,0.0,18.1124,79.0193
Telangana,Peer-to-peer payments,46741594,141000.0,2019,2nd Quarter,0.0,18.1124,79.0193
Telangana,Merchant payments,25682382,8442.74,2019,2nd Quarter,0.0,18.1124,79.0193
Telangana,Recharge & bill payments,16225017,5603.48,2019,2nd Quarter,0.0,18.1124,79.0193
Telangana,Financial Services,252173,43.63,2019,2nd Quarter,0.0,18.1124,79.0193
Telangana,Others,709213,490.89,2019,2nd Quarter,0.0,18.1124,79.0193
Telangana,Peer-to-peer payments,59981113,180000.0,2019,3rd Quarter,0.0,18.1124,79.0193
