States,Payment_type,Transaction_count,Amount in Millions,Year,Quarter,state_code,Latitude,Longitude
Himachal Pradesh,Financial Services,9543,11.39,2020,3rd Quarter,2.0,31.10002545,77.16659704
Himachal Pradesh,Others,19001,11.97,2020,3rd Quarter,2.0,31.10002545,77.16659704
Himachal Pradesh,Recharge & bill payments,2638030,936.31,2020,4th Quarter,2.0,31.10002545,77.16659704
Himachal Pradesh,Peer-to-peer payments,2594659,11426.27,2020,4th Quarter,2.0,31.10002545,77.16659704
Himachal Pradesh,Merchant payments,2001259,1589.43,2020,4th Quarter,2.0,31.10002545,77.16659704
Himachal Pradesh,Financial Services,11353,15.53,2020,4th Quarter,2.0,31.10002545,77.16659704
Himachal Pradesh,Others,27027,21.51,2020,4th Quarter,2.0,31.10002545,77.16659704
Jammu & Kashmir,Peer-to-peer payments,435154,2654.64,2020,1st Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Recharge & bill payments,341357,144.21,2020,1st Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Merchant payments,135241,131.14,2020,1st Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Financial Services,2350,2.12,2020,1st Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Others,7528,5.53,2020,1st Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Peer-to-peer payments,1238380,7426.82,2020,2nd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Recharge & bill payments,1028741,413.04,2020,2nd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Merchant payments,341375,403.03,2020,2nd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Financial Services,9130,10.42,2020,2nd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Others,17380,12.35,2020,2nd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Peer-to-peer payments,1787154,10837.12,2020,3rd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Recharge & bill payments,1005745,443.74,2020,3rd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Merchant payments,642688,667.96,2020,3rd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Financial Services,10111,13.28,2020,3rd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Others,20200,15.13,2020,3rd Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Peer-to-peer payments,2378539,13736.84,2020,4th Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Recharge & bill payments,1900075,536.74,2020,4th Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Merchant payments,1377786,1045.01,2020,4th Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Financial Services,13578,17.97,2020,4th Quarter,1.0,34.29995933,74.46665849
Jammu & Kashmir,Others,84466,44.35,2020,4th Quarter,1.0,34.29995933,74.46665849
Jharkhand,Peer-to-peer payments,8196850,29875.04,2020,1st Quarter,20.0,23.80039349,86.41998572
Jharkhand,Recharge & bill payments,5454093,1358.52,2020,1st Quarter,20.0,23.80039349,86.41998572
Jharkhand,Merchant payments,4499942,2298.73,2020,1st Quarter,20.0,23.80039349,86.41998572
Jharkhand,Financial Services,46483,31.52,2020,1st Quarter,20.0,23.80039349,86.41998572
Jharkhand,Others,85345,47.42,2020,1st Quarter,20.0,23.80039349,86.41998572
Jharkhand,Peer-to-peer payments,8724053,32662.37,2020,2nd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Recharge & bill payments,7538593,1987.32,2020,2nd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Merchant payments,3753633,2662.44,2020,2nd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Financial Services,56553,130.25,2020,2nd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Others,68679,43.82,2020,2nd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Peer-to-peer payments,11984094,43128.11,2020,3rd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Merchant payments,7728846,5163.58,2020,3rd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Recharge & bill payments,7211293,2217.66,2020,3rd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Financial Services,56918,63.23,2020,3rd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Others,87322,50.04,2020,3rd Quarter,20.0,23.80039349,86.41998572
Jharkhand,Peer-to-peer payments,17120664,60733.29,2020,4th Quarter,20.0,23.80039349,86.41998572
Jharkhand,Merchant payments,14168381,9347.68,2020,4th Quarter,20.0,23.80039349,86.41998572
Jharkhand,Recharge & bill payments,7945996,2582.83,2020,4th Quarter,20.0,23.80039349,86.41998572
Jharkhand,Financial Services,60989,63.95,2020,4th Quarter,20.0,23.80039349,86.41998572
Jharkhand,Others,135603,77.43,2020,4th Quarter,20.0,23.80039349,86.41998572
Karnataka,Merchant payments,132970737,40374.4,2020,1st Quarter,29.0,12.57038129,76.91999711
Karnataka,Peer-to-peer payments,100868460,298000.0,2020,1st Quarter,29.0,12.57038129,76.91999711
Karnataka,Recharge & bill payments,35854971,14724.89,2020,1st Quarter,29.0,12.57038129,76.91999711
Karnataka,Financial Services,93648,110.13,2020,1st Quarter,29.0,12.57038129,76.91999711
Karnataka,Others,1246074,557.34,2020,1st Quarter,29.0,12.57038129,76.91999711
Karnataka,Merchant payments,87251639,38463.88,2020,2nd Quarter,29.0,12.57038129,76.91999711
Karnataka,Peer-to-peer payments,82118363,266000.0,2020,2nd Quarter,29.0,12.57038129,76.91999711
Karnataka,Recharge & bill payments,43290272,16434.89,2020,2nd Quarter,29.0,12.57038129,76.91999711
Karnataka,Financial Services,161560,246.37,2020,2nd Quarter,29.0,12.57038129,76.91999711
Karnataka,Others,399878,192.53,2020,2nd Quarter,29.0,12.57038129,76.91999711
Karnataka,Merchant payments,137206600,60769.88,2020,3rd Quarter,29.0,12.57038129,76.91999711
Karnataka,Peer-to-peer payments,119241776,390000.0,2020,3rd Quarter,29.0,12.57038129,76.91999711
Karnataka,Recharge & bill payments,43139631,18911.09,2020,3rd Quarter,29.0,12.57038129,76.91999711
Karnataka,Financial Services,251980,358.43,2020,3rd Quarter,29.0,12.57038129,76.91999711
Karnataka,Others,520544,268.74,2020,3rd Quarter,29.0,12.57038129,76.91999711
Karnataka,Merchant payments,215711211,97147.24,2020,4th Quarter,29.0,12.57038129,76.91999711
Karnataka,Peer-to-peer payments,166981242,538000.0,2020,4th Quarter,29.0,12.57038129,76.91999711
Karnataka,Recharge & bill payments,47736461,21611.67,2020,4th Quarter,29.0,12.57038129,76.91999711
Karnataka,Financial Services,284700,427.97,2020,4th Quarter,29.0,12.57038129,76.91999711
Karnataka,Others,823370,508.86,2020,4th Quarter,29.0,12.57038129,76.91999711
Kerala,Peer-to-peer payments,6634439,22862.91,2020,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,5507580,1716.54,2020,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,3485036,1810.33,2020,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,38050,17.16,2020,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Others,68417,44.15,2020,1st Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,7709714,2452.44,2020,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Peer-to-peer payments,5603046,21309.98,2020,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,2888260,2075.7,2020,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,40501,32.92,2020,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Others,46446,23.04,2020,2nd Quarter,32.0,8.900372741,76.56999263
Kerala,Peer-to-peer payments,8590587,33346.81,2020,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,7932950,2688.36,2020,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,5065205,4017.0,2020,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,94130,76.83,2020,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Others,75808,35.15,2020,3rd Quarter,32.0,8.900372741,76.56999263
Kerala,Peer-to-peer payments,12941135,45686.4,2020,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Merchant payments,10990709,7695.67,2020,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Recharge & bill payments,9167428,3238.2,2020,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Financial Services,73833,69.2,2020,4th Quarter,32.0,8.900372741,76.56999263
Kerala,Others,115082,65.79,2020,4th Quarter,32.0,8.900372741,76.56999263
Lakshadweep,Recharge & bill payments,2684,0.79,2020,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,2068,12.46,2020,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,387,0.22,2020,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,12,0.03,2020,1st Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,4497,1.06,2020,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,2176,14.72,2020,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,472,0.97,2020,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Financial Services,60,0.16,2020,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,15,0.03,2020,2nd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,4696,1.19,2020,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,2946,19.19,2020,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,903,0.84,2020,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Financial Services,27,0.05,2020,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,17,0.04,2020,3rd Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Recharge & bill payments,5187,1.5,2020,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Peer-to-peer payments,4741,27.28,2020,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Merchant payments,1668,1.23,2020,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Financial Services,22,0.01,2020,4th Quarter,31.0,10.56257331,72.63686717
Lakshadweep,Others,32,0.09,2020,4th Quarter,31.0,10.56257331,72.63686717
Madhya Pradesh,Peer-to-peer payments,34540722,110000.0,2020,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,24618074,9898.24,2020,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,19788516,6311.61,2020,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,68055,30.65,2020,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,351379,170.79,2020,1st Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Peer-to-peer payments,34860958,128000.0,2020,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,27497528,8904.07,2020,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,13685723,10666.22,2020,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,80988,62.07,2020,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,215376,104.96,2020,2nd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Peer-to-peer payments,50871564,175000.0,2020,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,31879804,20621.27,2020,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,25380467,9834.19,2020,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,131725,122.97,2020,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,316321,144.26,2020,3rd Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Peer-to-peer payments,67972167,236000.0,2020,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Merchant payments,57707471,37315.58,2020,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Recharge & bill payments,27335834,10977.77,2020,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Financial Services,149532,132.59,2020,4th Quarter,23.0,21.30039105,76.13001949
Madhya Pradesh,Others,487537,265.0,2020,4th Quarter,23.0,21.30039105,76.13001949
Maharashtra,Merchant payments,100337738,35200.13,2020,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,87067410,263000.0,2020,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,50199498,21603.57,2020,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,123476,91.36,2020,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,1215959,558.93,2020,1st Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,74295930,240000.0,2020,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,60856480,23112.34,2020,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,48965388,32859.18,2020,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,206461,211.73,2020,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,466502,242.92,2020,2nd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,108436214,352000.0,2020,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,100808237,60171.1,2020,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,58082283,27915.73,2020,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,325453,333.67,2020,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,658737,331.02,2020,3rd Quarter,27.0,19.25023195,73.16017493
Maharashtra,Merchant payments,189845640,104000.0,2020,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Peer-to-peer payments,151741840,486000.0,2020,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Recharge & bill payments,64556682,31556.92,2020,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Financial Services,398409,418.4,2020,4th Quarter,27.0,19.25023195,73.16017493
Maharashtra,Others,1078433,627.69,2020,4th Quarter,27.0,19.25023195,73.16017493
Manipur,Peer-to-peer payments,451733,2458.09,2020,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,285234,62.69,2020,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,78067,74.2,2020,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,622,0.35,2020,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Others,3145,3.25,2020,1st Quarter,14.0,24.79997072,93.95001705
Manipur,Peer-to-peer payments,533206,2980.24,2020,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,450830,107.59,2020,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,92110,106.54,2020,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,1676,1.46,2020,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Others,5246,3.11,2020,2nd Quarter,14.0,24.79997072,93.95001705
Manipur,Peer-to-peer payments,774786,4301.28,2020,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,464659,113.19,2020,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,170653,195.13,2020,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,1878,1.59,2020,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Others,8192,4.78,2020,3rd Quarter,14.0,24.79997072,93.95001705
Manipur,Peer-to-peer payments,892853,5172.5,2020,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Recharge & bill payments,436450,114.2,2020,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Merchant payments,289050,307.9,2020,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Financial Services,1806,2.45,2020,4th Quarter,14.0,24.79997072,93.95001705
Manipur,Others,7693,5.17,2020,4th Quarter,14.0,24.79997072,93.95001705
Meghalaya,Recharge & bill payments,226214,59.67,2020,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,216022,1013.73,2020,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,57245,44.13,2020,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,473,0.4,2020,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,2329,2.21,2020,1st Quarter,17.0,25.57049217,91.8800142
Meghalaya,Recharge & bill payments,382662,100.57,2020,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,202270,998.75,2020,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,46014,48.98,2020,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,1186,2.94,2020,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,3263,2.49,2020,2nd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Recharge & bill payments,342484,97.66,2020,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,194448,1065.01,2020,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,55595,67.51,2020,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,1587,4.05,2020,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,3465,2.82,2020,3rd Quarter,17.0,25.57049217,91.8800142
Meghalaya,Recharge & bill payments,350006,102.79,2020,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Peer-to-peer payments,286252,1579.86,2020,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Merchant payments,111471,115.14,2020,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Financial Services,1809,2.77,2020,4th Quarter,17.0,25.57049217,91.8800142
Meghalaya,Others,4470,3.68,2020,4th Quarter,17.0,25.57049217,91.8800142
Mizoram,Recharge & bill payments,85067,24.36,2020,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,57916,356.26,2020,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,9961,10.4,2020,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,119,0.28,2020,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,546,0.77,2020,1st Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,127592,37.5,2020,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,60021,404.11,2020,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,10056,14.63,2020,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,244,0.43,2020,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,549,0.52,2020,2nd Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,132664,40.94,2020,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,99644,634.56,2020,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,20934,30.69,2020,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,535,0.82,2020,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,926,0.92,2020,3rd Quarter,15.0,23.71039899,92.72001461
Mizoram,Peer-to-peer payments,141038,887.25,2020,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Recharge & bill payments,140297,45.39,2020,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Merchant payments,39676,52.09,2020,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Financial Services,607,0.86,2020,4th Quarter,15.0,23.71039899,92.72001461
Mizoram,Others,989,0.93,2020,4th Quarter,15.0,23.71039899,92.72001461
Nagaland,Recharge & bill payments,221741,53.66,2020,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,135966,821.51,2020,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,18249,17.66,2020,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,528,0.22,2020,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,1567,1.73,2020,1st Quarter,13.0,25.6669979,94.11657019
Nagaland,Recharge & bill payments,328269,85.26,2020,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,166866,1025.0,2020,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,20004,25.21,2020,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,860,0.99,2020,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,1567,1.21,2020,2nd Quarter,13.0,25.6669979,94.11657019
Nagaland,Recharge & bill payments,347494,91.21,2020,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,330638,1851.64,2020,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,51912,62.57,2020,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,2544,2.14,2020,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,3731,2.09,2020,3rd Quarter,13.0,25.6669979,94.11657019
Nagaland,Peer-to-peer payments,417393,2563.83,2020,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Recharge & bill payments,335297,91.93,2020,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Merchant payments,90496,113.12,2020,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Financial Services,1068,1.02,2020,4th Quarter,13.0,25.6669979,94.11657019
Nagaland,Others,3571,3.19,2020,4th Quarter,13.0,25.6669979,94.11657019
Odisha,Peer-to-peer payments,27110930,82863.84,2020,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,13269709,5738.22,2020,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,13083524,3253.61,2020,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,84037,27.64,2020,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Others,134107,73.49,2020,1st Quarter,21.0,19.82042971,85.90001746
Odisha,Peer-to-peer payments,24520938,80990.08,2020,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,17040333,4551.06,2020,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,8313965,6092.75,2020,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,66787,50.32,2020,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Others,86553,48.82,2020,2nd Quarter,21.0,19.82042971,85.90001746
Odisha,Peer-to-peer payments,34182172,107000.0,2020,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,17126851,5015.72,2020,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,14519265,10242.5,2020,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,90736,84.97,2020,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Others,114805,56.09,2020,3rd Quarter,21.0,19.82042971,85.90001746
Odisha,Peer-to-peer payments,47588728,153000.0,2020,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Merchant payments,27124765,19347.47,2020,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Recharge & bill payments,17318073,5532.18,2020,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Financial Services,106189,104.42,2020,4th Quarter,21.0,19.82042971,85.90001746
Odisha,Others,187195,109.86,2020,4th Quarter,21.0,19.82042971,85.90001746
Puducherry,Peer-to-peer payments,600290,1919.5,2020,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,349788,184.93,2020,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,251115,96.52,2020,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,1527,0.86,2020,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,5201,3.48,2020,1st Quarter,34.0,11.93499371,79.83000037
Puducherry,Peer-to-peer payments,468789,1680.19,2020,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,310746,115.22,2020,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,249951,160.93,2020,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,1555,2.34,2020,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,2342,1.35,2020,2nd Quarter,34.0,11.93499371,79.83000037
Puducherry,Peer-to-peer payments,855511,3116.58,2020,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,560420,335.58,2020,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,306852,138.93,2020,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,3039,4.79,2020,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,5080,2.2,2020,3rd Quarter,34.0,11.93499371,79.83000037
Puducherry,Peer-to-peer payments,1211359,4090.06,2020,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Merchant payments,1108292,647.99,2020,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Recharge & bill payments,383707,184.04,2020,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Financial Services,3783,3.89,2020,4th Quarter,34.0,11.93499371,79.83000037
Puducherry,Others,8862,4.56,2020,4th Quarter,34.0,11.93499371,79.83000037
Punjab,Peer-to-peer payments,6339183,26350.01,2020,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,4935115,2767.42,2020,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,3838480,2196.33,2020,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,17924,10.99,2020,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Others,87082,49.44,2020,1st Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,6064807,3089.76,2020,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Peer-to-peer payments,5639212,25074.38,2020,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,2290868,2058.9,2020,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,23314,23.7,2020,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Others,63093,37.91,2020,2nd Quarter,3.0,31.51997398,75.98000281
Punjab,Peer-to-peer payments,7354451,32477.44,2020,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,5478668,4066.75,2020,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,4261548,3490.67,2020,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,32390,42.06,2020,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Others,82516,46.18,2020,3rd Quarter,3.0,31.51997398,75.98000281
Punjab,Peer-to-peer payments,9609405,43286.91,2020,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Merchant payments,7144295,6142.38,2020,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Recharge & bill payments,6072201,4201.55,2020,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Financial Services,38820,51.68,2020,4th Quarter,3.0,31.51997398,75.98000281
Punjab,Others,133204,92.89,2020,4th Quarter,3.0,31.51997398,75.98000281
Rajasthan,Peer-to-peer payments,48269912,165000.0,2020,1st Quarter,8.0,26.44999921,74.63998124
Rajasthan,Merchant payments,27880848,13643.06,2020,1st Quarter,8.0,26.44999921,74.63998124
